"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Pre-Processing and Classification of Cough Sounds in Noisy Environment using SVM","V. Bhateja; A. Taquee; D. K. Sharma","Dr. A.P.J. Abdul Kalam Technical University, Lucknow, Uttar Pradesh, India; TATA Consultancy Services (TCS), Hyderabad, Telangana, India; Dept.of Computer Engineering & Applications, GLA University, Mathura, U.P., India",2019 4th International Conference on Information Systems and Computer Networks (ISCON),"16 Mar 2020","2019","","","822","826","This paper presents a methodology for automated analysis of cough sound signals using Support Vector Machines (SVM). Pre-Processing is necessary for suppression of noise from cough signals; and is the prime concern in accurate prediction of various respiratory disorders. Herein, a 'Fourth Order Butterworth High Pass Filter (FOBHPF) is therefore applied at the pre-processing stage followed by features extraction and classification using SVM. The performance evaluation during the simulations has carried out using Signal-to-Noise Ratio (SNR) parameter at output of the pre-processing stage and accuracy parameter at the end of classification stage.","","978-1-7281-3651-6","10.1109/ISCON47742.2019.9036277","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9036277","Accuracy;Cough Signals;FOBHPF;Respiratory Disorders;SNR","Feature extraction;Support vector machines;Signal to noise ratio;Time-frequency analysis;Time-domain analysis;Noise measurement","","22","","24","IEEE","16 Mar 2020","21-22 Nov. 2019","21-22 Nov. 2019","IEEE","IEEE Conferences"
"Multi-task Learning for Relation Extraction","K. Zhou; X. Luo; H. Wang; R. Xu","Shanghai Institute for Advanced Communication and Data Science, Shanghai University, Shanghai, China; Shanghai Institute for Advanced Communication and Data Science, Shanghai University, Shanghai, China; Shanghai Institute for Advanced Communication and Data Science, Shanghai University, Shanghai, China; School of Electrical and Data Engineering, University of Technology Sydney, Ultimo, NSW, Australia",2019 IEEE 31st International Conference on Tools with Artificial Intelligence (ICTAI),"13 Feb 2020","2019","","","1480","1487","Distantly supervised relation extraction leverages knowledge bases to label training data automatically. However, distant supervision may introduce incorrect labels, which harm the performance. Many efforts have been devoted to tackling this problem, but most of them treat relation extraction as a simple classification task. As a result, they ignore useful information that comes from related tasks, i.e., dependency parsing and entity type classification. In this paper, we first propose a novel Multi-Task learning framework for Relation Extraction (MTRE). We employ dependency parsing and entity type classification as auxiliary tasks and relation extraction as the target task. We learn these tasks simultaneously from training instances to take advantage of inductive transfer between auxiliary tasks and the target task. Then we construct a hierarchical neural network, which incorporates dependency and entity representations from auxiliary tasks into a more robust relation representation against the noisy labels. The experimental results demonstrate that our model improves the predictive performance substantially over single-task learning baselines.","2375-0197","978-1-7281-3798-8","10.1109/ICTAI.2019.00210","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8995371","relation extraction;distant supervision;multi-task learning","Training;Neural networks;Knowledge based systems;Training data;Learning (artificial intelligence);Predictive models;Multitasking;Noise measurement;Data mining","","3","","31","IEEE","13 Feb 2020","4-6 Nov. 2019","4-6 Nov. 2019","IEEE","IEEE Conferences"
"Industrial Anomaly Detection: A Comparison of Unsupervised Neural Network Architectures","B. Siegel","Department of Systems Engineering, Colorado State University, Fort Collins, USA",IEEE Sensors Letters,"5 Aug 2020","2020","4","8","1","4","Anomaly detection is critical to the efficient and secure operation of industrial equipment, integrated sensors, and the overall production process. Cyber-physical systems and supervisory control and data acquisition systems often embed algorithms for anomaly detection. Anomalies are, by definition, rare events and labor-intensive to identify. Pipelined deep learning techniques such as recurrent neural networks (RNN), 1-D convolution neural networks (1DCNN), and generative adversarial networks create unique anomaly detection architectures. These architectures are unsupervised, and labeled anomaly data is not required. With two large, multivariate time-series testbed experimental datasets, comparisons are made between the neural network architectures and traditional machine learning (TML) baseline techniques. Evaluation metrics appropriate for imbalanced anomaly datasets include the area under the receiver operating characteristic curve and the area under the precision-recall tradeoff curve. Experimental results demonstrate that pipelined neural network architectures exhibit higher detection rates than the TML techniques. 1DCNN can substitute for RNNs when performance and long time-sequences are essential.","2475-1472","","10.1109/LSENS.2020.3007880","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9136901","Sensor networks;anomaly detection;convolutional neural network (CNN);industrial sensors;receiving operating characteristic (ROC) curve;recurrent neural network (RNN);supervisory control and data acquisition (SCADA);unsupervised learning","Computer architecture;Anomaly detection;Gallium nitride;Generative adversarial networks;Recurrent neural networks;Measurement;Artificial neural networks","","60","","21","USGov","8 Jul 2020","Aug. 2020","","IEEE","IEEE Journals"
"The Present and Future of Continual Learning","H. Bae; S. Song; J. Park","Smart ICT Convergence Research Department, Electronics and Telecommunications Research Institute (ETRI), Daejeon, Korea; Smart ICT Convergence Research Department, Electronics and Telecommunications Research Institute (ETRI), Daejeon, Korea; Smart ICT Convergence Research Department, Electronics and Telecommunications Research Institute (ETRI), Daejeon, Korea",2020 International Conference on Information and Communication Technology Convergence (ICTC),"21 Dec 2020","2020","","","1193","1195","This paper addresses a continual lifelong learning problem that learns incremental multiple tasks in real-world environments. We overview and summarize representative approaches and categorization of the state-of-the-art in continual learning. Comparable scenarios, benchmark datasets, and baseline approaches for different continual scenarios introduced in this paper. We suggested a comparison of the differences and similarities with other machine learning methods. We also report real-world applications, especially robots and healthcare fields. We summarize current states and suggest future direction of continual learning problems.","2162-1233","978-1-7281-6758-9","10.1109/ICTC49870.2020.9289549","Electronics and Telecommunications Research Institute; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9289549","catastrophic forgetting;continual lifelong learning;incremental multi-task classification","Medical services;Machine learning;Benchmark testing;Information and communication technology;Task analysis;Robots;Convergence","","5","","15","IEEE","21 Dec 2020","21-23 Oct. 2020","21-23 Oct. 2020","IEEE","IEEE Conferences"
"Co-operative Prediction Strategy for Solving Dynamic Multi-Objective Optimization Problems","Z. ZHAO; F. Gu; Y. -m. Cheung","Department of Computer Science, Hong Kong Baptist University, Hong Kong SAR, China; School of Applied Mathematics, Guangdong University of Technology, Guangdong, China; Department of Computer Science, Hong Kong Baptist University, Hong Kong SAR, China",2020 IEEE Congress on Evolutionary Computation (CEC),"3 Sep 2020","2020","","","1","7","Prediction-based evolutionary multi-objective optimization algorithm is one of the most popular optimization algorithms for solving dynamic multi-objective optimization problem. It uses time-series models to predict the future Pareto set based on the past solutions. However, the dimension of the decision variables may be too high to predict. Moreover, a relatively small variance in decision variables may lead to a large difference in the objective space. The optimized Pareto front (PF) may be far from the desired output. To solve these problems, this paper proposes a new co-operative prediction method, which predicts not only the Pareto solution (PS), but also a hyper-plane as an approximation of the prediction of the PF in the objective space. The hyper-plane is used to guide the search process and accelerate the convergence. We compare the proposed algorithm with three existing dynamic optimization algorithms. Experimental results show the effectiveness of the proposed algorithm.","","978-1-7281-6929-3","10.1109/CEC48606.2020.9185721","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9185721","Evolutionary Algorithms;Dynamic Multiobjective Optimization","Sociology;Statistics;Prediction algorithms;Optimization;Heuristic algorithms;Convergence;Predictive models","","4","","22","IEEE","3 Sep 2020","19-24 July 2020","19-24 July 2020","IEEE","IEEE Conferences"
"Learning From Evolving Network Data for Dependable Botnet Detection","D. C. Le; N. Zincir-Heywood","Faculty of Computer Science, Dalhousie University, Halifax, Nova Scotia, Canada; Faculty of Computer Science, Dalhousie University, Halifax, Nova Scotia, Canada",2019 15th International Conference on Network and Service Management (CNSM),"27 Feb 2020","2019","","","1","5","This work presents an emerging problem in real-world applications of machine learning (ML) in cybersecurity, particularly in botnet detection, where the dynamics and the evolution in the deployment environments may render the ML solutions inadequate. We propose an approach to tackle this challenge using Genetic Programming (GP) - an evolutionary computation based approach. Preliminary results show that GP is able to evolve pre-trained classifiers to work under evolved (expanded) feature space conditions. This indicates the potential use of such an approach for botnet detection under non-stationary environments, where much less data and training time are required to obtain a reliable classifier as new network conditions arise.","2165-963X","978-3-903176-24-9","10.23919/CNSM46954.2019.9012710","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9012710","botnet detection;machine learning;evolving networks","Botnet;Sociology;Statistics;Intrusion detection;Training;Feature extraction;Telecommunication traffic","","3","","21","","27 Feb 2020","21-25 Oct. 2019","21-25 Oct. 2019","IEEE","IEEE Conferences"
"IC Test Quality Enhancement by Introducing Machine Learning","B. C. Wu","PETE KH, NXP Semiconductors, Kaohsiung, Taiwan",2019 Joint International Symposium on e-Manufacturing & Design Collaboration(eMDC) & Semiconductor Manufacturing (ISSM),"2 Apr 2020","2019","","","1","4","“Big data” is a popular term everywhere. However, it becomes another topic how to take advantage of data and induction/deduction effective conclusions to support quality enhancement. In industry, big data accompanies with big effort due to manufacture complex architectures. People still frequently fine tune rules by manual, either most of academic researches not able to fit complicated semiconductors process due to exceptions. Data is correct but lack of industrial knowledge base. In this paper, we pointed out IC test quality bottlenecks in data confuse which influences machine learning analysis and embedded adaptive model from die, lot and product levels on simple workable mechanism by vertical and horizontal two machine learning dimensions to make system “like live” in automatically ways to enhance test quality.","1523-553X","978-986-91715-5-7","10.23919/eMDC/ISSM48219.2019.9052135","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9052135","machine learnings;IC test quality;adaptive","Production;Testing;Machine learning;Manuals;Data models;Market research;Integrated circuits","","2","","7","","2 Apr 2020","6-6 Sept. 2019","6-6 Sept. 2019","IEEE","IEEE Conferences"
"Future Direction of Traffic Classification in SDN from Current Patents Point-of-view","F. Audah; T. S. Chin; R. Kapsin; N. Omar; A. Tajuddin","Faculty of Computing and Informatics Multimedia University, Cyberjaya, Selangor, Malaysia; Faculty of Computing and Informatics Multimedia University, Cyberjaya, Selangor, Malaysia; Telekom Malaysia Research & Development, Cyberjaya, Selangor, Malaysia; Samsudin Telekom Malaysia, Kuala Lumpur, Selangor, Malaysia; Samsudin Telekom Malaysia, Kuala Lumpur, Selangor, Malaysia",2019 15th International Computer Engineering Conference (ICENCO),"9 Mar 2020","2019","","","121","125","The variety and complexity of current Internet traffic has challenge the Internet Service Providers in providing quality service to the subscribers. Traffic classifications are devised in order to efficiently manage the traffic according to the demand and available resources. In contrast to traditional network, Software Defined Networking (SDN) has a centralized controller in which traffic classifier can take advantage. This paper has identified the state-of-the-art inventions that have been granted patents in the field of network traffic classification, both in traditional network and SDN. The implementation of traffic classification need to adapt; as more traditional network is migrating to SDN. Therefore, the limitation of the current traffic classification has been investigated in order to suggest for its future direction.","2475-2320","978-1-7281-5146-5","10.1109/ICENCO48310.2019.9027472","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9027472","SDN;machine learning;traffic classification","Telecommunication traffic;Internet;Reliability;Cryptography;Data privacy;Patents","","2","","32","IEEE","9 Mar 2020","29-30 Dec. 2019","29-30 Dec. 2019","IEEE","IEEE Conferences"
"Projection Free Dynamic Online Learning","D. S. Kalhan; A. S. Bedi; A. Koppel; K. Rajawat; A. Gupta; A. Banerjee","Department of Electrical Engineering, IIT Kanpur, Kanpur, India; CISD, U.S. Army Research Laboratory, Adelphi, Maryland, USA; CISD, U.S. Army Research Laboratory, Adelphi, Maryland, USA; Department of Electrical Engineering, IIT Kanpur, Kanpur, India; Department of Electrical Engineering, IIT Kanpur, Kanpur, India; Department of Electrical Engineering, IIT Kanpur, Kanpur, India","ICASSP 2020 - 2020 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","9 Apr 2020","2020","","","3957","3961","Projection based algorithms are popular in the literature for online convex optimization with convex constraints and the projection step results in a bottleneck for the practical implementation of the algorithms. To avoid this bottleneck, we propose a projection-free scheme based on Frank-Wolfe: where instead of online gradient steps, we use steps that are collinear with the gradient but guaranteed to be feasible. We establish performance in terms of dynamic regret, which quantifies cost accumulation as compared with the optimal at each individual time slot. Specifically, for convex losses, we establish $\mathcal{O}\left( {{T^{1/2}}} \right)$ dynamic regret up to metrics of non-stationarity. We relax the algorithm’s required information to only noisy gradient estimates, i.e., partial feedback and derived the dynamic regret bounds. Experiments on matrix completion problem and background separation in video demonstrate favorable performance of the proposed scheme.","2379-190X","978-1-5090-6631-5","10.1109/ICASSP40776.2020.9053771","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9053771","Online learning;Frank-Wolfe algorithm;convex optimization;gradient descent","Heuristic algorithms;Conferences;Signal processing algorithms;Signal processing;Convex functions;Noise measurement;Speech processing","","2","","38","IEEE","9 Apr 2020","4-8 May 2020","4-8 May 2020","IEEE","IEEE Conferences"
"Modeling Human Annotation Errors to Design Bias-Aware Systems for Social Stream Processing","R. Pandey; C. Castillo; H. Purohit","George Mason University, Fairfax, USA; Universitat Pompeu Fabra, Barcelona, Spain; George Mason University, Fairfax, USA",2019 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining (ASONAM),"23 Apr 2020","2019","","","374","377","High-quality human annotations are necessary to create effective machine learning systems for social media. Low-quality human annotations indirectly contribute to the creation of inaccurate or biased learning systems. We show that human annotation quality is dependent on the ordering of instances shown to annotators (referred as ‘annotation schedule’), and can be improved by local changes in the instance ordering provided to the annotators, yielding a more accurate annotation of the data stream for efficient real-time social media analytics. We propose an error-mitigating active learning algorithm that is robust with respect to some cases of human errors when deciding an annotation schedule. We validate the human error model and evaluate the proposed algorithm against strong baselines by experimenting on classification tasks of relevant social media posts during crises. According to these experiments, considering the order in which data instances are presented to human annotators leads to both an increase in accuracy for machine learning and awareness toward some potential biases in human learning that may affect the automated classifier.","2473-991X","978-1-4503-6868-1","10.1145/3341161.3342931","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9073118","Human-centered Computing;Human Bias;Active Learning;Annotation Schedule;Human-AI Collaboration","Task analysis;Social network services;Uncertainty;Prediction algorithms;Predictive models;Schedules;Machine learning","","2","","12","","23 Apr 2020","27-30 Aug. 2019","27-30 Aug. 2019","IEEE","IEEE Conferences"
"A multi-dimensional spam filtering framework based on threat intelligence","X. TIAN; D. TANG","The Third Research Institute of Ministry of Public Security, Shanghai, China; The Third Research Institute of Ministry of Public Security, Shanghai, China",2019 12th International Symposium on Computational Intelligence and Design (ISCID),"22 May 2020","2019","1","","158","162","Email remains the primary method used to initiate an advanced attack or deliver ransomware because it can be highly targeted and customized to increase the odds of exploitation. Most anti-spam technologies mitigate against traditional spam and viruses, but lack the automated analysis needed to catch spam campaigns and more dangerous threats from the first time they're seen. This paper proposes a new multidimensional spam filtering framework based on threat intelligence. The framework collaborates and classifies multiple mail filtering technologies, using threat intelligence mail data as a training set, combines static and dynamic analysis, threat intelligence analysis, and behavioral intention analysis to establish a multi-dimensional decision tree to identify and trace high-level email attacks.","2473-3547","978-1-7281-4653-9","10.1109/ISCID.2019.00043","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9098269","spam;threat intelligence;machine learning;filtering framework","Electronic mail;Filtering;Uniform resource locators;Machine learning;Feeds;Postal services;Protocols","","1","","13","IEEE","22 May 2020","14-15 Dec. 2019","14-15 Dec. 2019","IEEE","IEEE Conferences"
"Teaching Software Engineering for Al-Enabled Systems","C. Kästner; E. Kang",Carnegie Mellon University; Carnegie Mellon University,2020 IEEE/ACM 42nd International Conference on Software Engineering: Software Engineering Education and Training (ICSE-SEET),"28 Dec 2020","2020","","","45","48","Software engineers have significant expertise to offer when building intelligent systems, drawing on decades of experience and methods for building systems that are scalable, responsive and robust, even when built on unreliable components. Systems with artificial-intelligence or machine-learning (ML) components raise new challenges and require careful engineering. We designed a new course to teach software-engineering skills to students with a background in ML. We specifically go beyond traditional ML courses that teach modeling techniques under artificial conditions and focus, in lecture and assignments, on realism with large and changing datasets, robust and evolvable infrastructure, and purposeful requirements engineering that considers ethics and fairness as well. We describe the course and our infrastructure and share experience and all material from teaching the course for the first time.","","978-1-4503-7124-7","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9291899","software engineering;machine learning;education","Artificial intelligence;Software;Software engineering;Data models;Motion pictures;Buildings;Testing","","1","","19","","28 Dec 2020","5-11 Oct. 2020","5-11 Oct. 2020","IEEE","IEEE Conferences"
"An Integrated Method of HALT-HASS-ADT for Space Electronic Products","K. Liu; C. -M. Lv; W. Dang; P. Li; T. -J. Zou; M. -C. Xin","1. Technology and Engineering Center for Space Utilization, Chinese Academy of Sciences, Beijing, P.R. China; 1. Technology and Engineering Center for Space Utilization, Chinese Academy of Sciences, Beijing, P.R. China; 1. Technology and Engineering Center for Space Utilization, Chinese Academy of Sciences, Beijing, P.R. China; 1. Technology and Engineering Center for Space Utilization, Chinese Academy of Sciences, Beijing, P.R. China; 1. Technology and Engineering Center for Space Utilization, Chinese Academy of Sciences, Beijing, P.R. China; 1. Technology and Engineering Center for Space Utilization, Chinese Academy of Sciences, Beijing, P.R. China","2019 International Conference on Quality, Reliability, Risk, Maintenance, and Safety Engineering (QR2MSE)","5 Mar 2020","2019","","","322","327","Space electronic products usually have to meet the requirements of high reliability and long lifetime, and it is hard to obtain sufficient reliability data in the general accelerated testing. Highly accelerated life testing (HALT) and highly accelerated stress screening (HASS) can be used to improve the reliability of long lifetime products; however, they are mainly applied in qualitative method. This paper integrated degradation analysis as a quantitative assessment method after HALT and HASS. A method based on the integration of HALT, HASS and accelerated degradation testing (ADT) (HHA) is proposed. Firstly, the basic framework of HHA is developed based on the three accelerated testing methods. Secondly, the HHA model and degradation data model are researched. Lastly, a case study was performed on solid state drives (SSDs). Research shows that the HHA method is effective and could be applied in the space electronic products.","","978-1-7281-1427-9","10.1109/QR2MSE46217.2019.9021146","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9021146","space electronic products;highly accelerated life testing;highly accelerated stress screening;accelerated degradation testing;solid state drive","Degradation;Stress;Reliability;Data models;Temperature distribution;Life estimation;Acceleration","","","","18","IEEE","5 Mar 2020","6-9 Aug. 2019","6-9 Aug. 2019","IEEE","IEEE Conferences"
"Crowdsensing based Real-time Traffic Condition Assessment Method","H. Wu; Y. Yu; S. Qian; D. Tao","School of Electronic and Information Engineering, Beijing Jiaotong University, Beijing; School of Electronic and Information Engineering, Beijing Jiaotong University, Beijing; School of Electronic and Information Engineering, Beijing Jiaotong University, Beijing; School of Electronic and Information Engineering, Beijing Jiaotong University, Beijing",2020 IEEE International Conference on Consumer Electronics - Taiwan (ICCE-Taiwan),"23 Nov 2020","2020","","","1","2","In this paper, we study a real-time traffic condition assessment method on the basis of taxi GPS data of Dongguan city by a new sensing form - crowdsensing. First, data preprocessing is used to clean invalid and noisy data. Second, we propose a road network extraction solution by mixing grid method and least square curve fitting. Third, we present a geometric matching based map matching solution. Finally, a velocity parameter estimation scheme based on self-adaptive traffic flow velocity is employed to assess traffic condition. A series of simulation experiments are carried out to verify the effectiveness of our proposed solutions.","2575-8284","978-1-7281-7399-3","10.1109/ICCE-Taiwan49838.2020.9258023","National Natural Science Foundation of China(grant numbers:61872027); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9258023","crowdsensing;map matching;traffic condition assessment","Roads;Global Positioning System;Real-time systems;Trajectory;Parameter estimation;Data mining;Crowdsensing","","","","5","IEEE","23 Nov 2020","28-30 Sept. 2020","28-30 Sept. 2020","IEEE","IEEE Conferences"
"Social Edge Intelligence: Integrating Human and Artificial Intelligence at the Edge","D. Wang; D. Zhang; Y. Zhang; M. T. Rashid; L. Shang; N. Wei","Department of Computer Science and Engineering, University of Notre, Dame, IN, USA; Department of Computer Science and Engineering, University of Notre Dame, Notre Dame, IN, USA; Department of Computer Science and Engineering, University of Notre, Dame, IN, USA; Department of Computer Science and Engineering, University of Notre, Dame, IN, USA; Department of Computer Science and Engineering, University of Notre, Dame, IN, USA; Department of Computer Science and Engineering, University of Notre, Dame, IN, USA",2019 IEEE First International Conference on Cognitive Machine Intelligence (CogMI),"17 Feb 2020","2019","","","194","201","In this vision paper, we propose a new concept, ""Social Edge Intelligence (SEI)"", where the artificial intelligence (AI) and human intelligence (HI) are tightly integrated to address a set of critical research challenges in edge computing applications. The SEI concept is motivated by two technical trends: 1) the recent rapid advancement of AI techniques in many edge and mobile applications (e.g., mobile sensing, smart homes, intelligent transportation systems), and 2) the emergence of the crowdsourcing platforms (e.g., Amazon MTurk, Waze) that are used to explore the wisdom of common individuals. We envision that an unprecedented opportunity has been unleashed to integrate AI with human intelligence at the edge of the network to obtain the best of both worlds. In this vision paper, we will review several real-world applications under the SEI vision and discuss the fundamental research challenges in implementing SEI in those applications. We also observe that approaches originated from multiple disciplines (e.g., information theory, machine learning, AI, statistics) are desirable to address the emerging challenges in SEI applications. Finally, we conclude the paper by outlining a few research directions for future work in this exciting direction.","","978-1-7281-6737-4","10.1109/CogMI48466.2019.00036","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8998993","Edge Computing, Human Intelligence, Artificial Intelligence, Social Sensing","Artificial intelligence;Sensors;Social network services;Drones;Crowdsourcing;Task analysis;Automobiles","","15","","53","IEEE","17 Feb 2020","12-14 Dec. 2019","12-14 Dec. 2019","IEEE","IEEE Conferences"
"Using novel noise filtering techniques to ensemble classifiers for credit scoring: Using noise filtering techniques to ensemble classifiers for credit scoring","N. A. Nguyen-Thi; Q. Pham-Nhu; S. Luong-Ngoc; N. Vu-Thanh","CMC Institute of science and technology, Hanoi university of science and technology, Hanoi, Vietnam; CMC Institute of science and technology, Hanoi university of science and technology, Hanoi, Vietnam; CMC Institute of science and technology, Hanoi university of science and technology, Hanoi, Vietnam; CMC Institute of science and technology, Hanoi university of science and technology, Hanoi, Vietnam",2019 International Conference on Technologies and Applications of Artiﬁcial Intelligence (TAAI),"16 Jan 2020","2019","","","1","6","Credit scoring using ensemble classifications has been applied widely. Ensemble classifications benefit from each single models, however biased models and miss-classification happens because of noisy data. To improve the performance of ensemble classifications, the proposed model extends the noise filtering technique that increases the accuracy of the deployed classifier. In addition, a new hybrid model combines novel noise filtering techniques and ensemble classification methods for scoring based on voting. In the hybrid model, the new label noise of data is assigned by support vector machine, then ensemble classifications to score noise. Using the novel noise filtering techniques and ensemble classifications for credit scoring obtains the high robustness and the superior performance. To be fair, some data sets for credit scoring problem are executed to compare results. The performance of the proposed model implemented by the experiment is better than the other models from 1% to 2%.","2376-6824","978-1-7281-4666-9","10.1109/TAAI48200.2019.8959831","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8959831","Classification;Noise Filter;Credit Scoring;Ensemble;Pre-processing.","Data models;Noise measurement;Support vector machines;Training;Predictive models;Training data;Filtering theory","","2","","16","IEEE","16 Jan 2020","21-23 Nov. 2019","21-23 Nov. 2019","IEEE","IEEE Conferences"
"Fuzzy SLIC: Fuzzy Simple Linear Iterative Clustering","C. Wu; J. Zheng; Z. Feng; H. Zhang; L. Zhang; J. Cao; H. Yan","Department of Electrical Engineering, City University of Hong Kong, Hong Kong; School of Infomatics, Xiamen University, Xiamen, China; School of Automation, China University of Geosciences, Wuhan, China; School of Automation, China University of Geosciences, Wuhan, China; Department of Computer Science and Technology, Tongji University, Shanghai, China; School of Automation, China University of Geosciences, Wuhan, China; Department of Electrical Engineering, City University of Hong Kong, Hong Kong",IEEE Transactions on Circuits and Systems for Video Technology,"3 Jun 2021","2021","31","6","2114","2124","Most superpixel methods are sensitive to noise and cannot control the superpixel number precisely. To solve these problems, in this article, we propose a robust superpixel method called fuzzy simple linear iterative clustering (Fuzzy SLIC), which adopts a local spatial fuzzy C-means clustering and dynamic fuzzy superpixels. We develop a fast and precise superpixel number control algorithm called onion peeling (OP) algorithm. Fuzzy SLIC is insensitive to most types of noise, including Gaussian, salt and pepper, and multiplicative noise. The OP algorithm can control the superpixel number accurately without reducing much computational efficiency. In the validation experiments, we tested the Fuzzy SLIC and OP algorithm and compared them with state-of-the-art methods on the BSD500 and Pascal VOC2007 benchmarks. The experiment results show that our methods outperform state-of-the-art techniques in both noise-free and noisy environments.","1558-2205","","10.1109/TCSVT.2020.3019109","Hong Kong Research Grants Council(grant numbers:C1007-15G); City University of Hong Kong(grant numbers:7005230,9610460); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9175036","Dynamic fuzzy superpixels;local spatial fuzzy C-means clustering;number control;robustness;superpixel segmentation","Clustering algorithms;Robustness;Noise measurement;Scalp;Heuristic algorithms;Visualization;Iterative methods","","45","","34","IEEE","24 Aug 2020","June 2021","","IEEE","IEEE Journals"
"Die to Wafer Direct Hybid Bonding Demonstration with High Alignment Accuracy and Electrical Yields","A. Jouve; L. Sanchez; C. Castan; N. Bresson; F. Fournel; N. Raynaud; P. Metzger","Univ. Grenoble Alpes, CEA, LETI, Grenoble; Univ. Grenoble Alpes, CEA, LETI, Grenoble; Univ. Grenoble Alpes, CEA, LETI, Grenoble; Univ. Grenoble Alpes, CEA, LETI, Grenoble; Univ. Grenoble Alpes, CEA, LETI, Grenoble; SET Corporation, 131 impasse barteudet, Saint-Jeoire; SET Corporation, 131 impasse barteudet, Saint-Jeoire",2019 International 3D Systems Integration Conference (3DIC),"9 Apr 2020","2019","","","1","7","Die-To-Wafer (D2W) direct hybrid bonding is foreseen as a major breakthrough for the future of 3D components; however, its industrialization rises some additional challenges compared to Wafer-To-Wafer processing. This paper presents a 300mm wafer complete solution developed at LETI to improve bonding yield of D2W hybrid bonding using copper interconnections until the assessment of the electrical performances thanks to a dedicated 300mm electrical test vehicle and robust stacking system. Stackings with +/-1.5μm accuracy and excellent bonding interface have been obtained (80% bonding yield). After stacking and annealing, the die can be thinned down to 10μm without damage. Electrical yield measured on daisy-chains with more than 20.000 connections present more than 75% yield and shown very limited drift after preliminary environmental reliability tests. All these results confirmed the high industrial potential of D2W hybrid bonding technology.","","978-1-7281-4870-0","10.1109/3DIC48104.2019.9058905","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9058905","Internet of Things;Intrusion Detection;Online Machine Learning;Concept Drift;Anomaly Detection","Bonding;Stacking;Surface treatment;Copper;Surface topography;Cleaning;Pollution measurement","","8","","8","IEEE","9 Apr 2020","8-10 Oct. 2019","8-10 Oct. 2019","IEEE","IEEE Conferences"
