"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Scalable Label Propagation for Multi-Relational Learning on the Tensor Product of Graphs","Z. Li; R. Petegrosso; S. Smith; D. Sterling; G. Karypis; R. Kuang","Department of Computer Science and Engineering, University of Minnesota Twin Cities, Minneapolis, MN, USA; Department of Computer Science and Engineering, University of Minnesota Twin Cities, Minneapolis, MN, USA; Department of Computer Science and Engineering, University of Minnesota Twin Cities, Minneapolis, MN, USA; Department of Radiation Oncology, University of Minnesota Twin Cities, Minneapolis, MN, USA; Department of Computer Science and Engineering, University of Minnesota Twin Cities, Minneapolis, MN, USA; Department of Computer Science and Engineering, University of Minnesota Twin Cities, Minneapolis, MN, USA",IEEE Transactions on Knowledge and Data Engineering,"7 Nov 2022","2022","34","12","5964","5978","Multi-relational learning on knowledge graphs infers high-order relations among the entities across the graphs. This learning task can be solved by label propagation on the tensor product of the knowledge graphs to learn the high-order relations as a tensor. In this paper, we generalize a widely used label propagation model to the normalized tensor product graph, and propose an optimization formulation and the scalable Low-rank Tensor-based Label Propagation algorithm (LowrankTLP) to infer multi-relations for two learning tasks, hyperlink prediction and multiple graph alignment. The optimization formulation minimizes the upper bound of the noisy-tensor estimating error for multiple graph alignment, by learning with a subset of the eigen-pairs in the spectrum of the normalized tensor product graph. We also provide a data-dependent transductive Rademacher bound for binary hyperlink prediction. We accelerate LowrankTLP with parallel tensor computation which enables label propagation on a tensor product of 100 graphs each of size 1000 in less than half hour in the simulation. LowrankTLP was also applied to predicting the author-paper-venue hyperlinks in publication records, alignment of segmented regions across up to 26 CT-scan images and alignment of protein-protein interaction networks across multiple species. The experiments demonstrate that LowrankTLP indeed well approximates the original label propagation with better scalability and accuracy.","1558-2191","","10.1109/TKDE.2021.3063985","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9369895","Multi-relational learning;tensor product graph;label propagation;hyperlink prediction;multiple graph alignment;tensor decomposition and completion","Tensors;Hypertext systems;Task analysis;Scalability;Prediction algorithms;Optimization;Approximation algorithms","","2","","41","IEEE","4 Mar 2021","1 Dec. 2022","","IEEE","IEEE Journals"
"When and How to Retrain Machine Learning-based Cloud Management Systems","L. Kidane; P. Townend; T. Metsch; E. Elmroth","Computing Science Umeå University, Sweden; Computing Science Umeå University, Sweden; Intel Corporation, Germany; Computing Science Umeå University, Sweden",2022 IEEE International Parallel and Distributed Processing Symposium Workshops (IPDPSW),"1 Aug 2022","2022","","","688","698","Cloud management systems increasingly rely on machine learning (ML) models to predict incoming workload rates, load, and other system behaviours for efficient dynamic resource management. Current state-of-the-art prediction models demonstrate high accuracy but assume that data patterns remain stable. However, in production use, systems may face hardware upgrades, changes in user behaviour etc. that lead to concept drifts - significant changes in the characteristics of data streams over time. To mitigate prediction deterioration, ML models need to be updated - but questions of when and how to best retrain these models are unsolved in the context of cloud management. We present a pilot study that addresses these questions for one of the most common models for adaptive prediction - Long Short Term Memory (LSTM) - using synthetic and real-world workload data. Our analysis of when to retrain explores approaches for detecting when retraining is required using both concept drift detection and prediction error thresholds, and at what point retraining should actually take place. Our analysis of how to retrain focuses on the data required for retraining, and what proportion should be taken from before and after the need for retraining is detected. We present initial results that indicate that retraining of existing models can achieve prediction accuracy close to that of newly trained models but for much less cost, and present initial advice for how to provide cloud management systems with support for automatic retraining of ML-based models.","","978-1-6654-9747-3","10.1109/IPDPSW55747.2022.00120","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9835556","cloud computing;cloud workload prediction;concept drift;machine learning;time series prediction","Training;Adaptation models;Costs;Encyclopedias;Predictive models;Data models;Internet","","9","","34","IEEE","1 Aug 2022","30 May-3 June 2022","30 May-3 June 2022","IEEE","IEEE Conferences"
"Mitigating Label-Noise for Facial Expression Recognition in the Wild","H. Yan; Y. Gu; X. Zhang; Y. Wang; Y. Ji; F. Ren","S2AC Lab, School of Computer and Information, Hefei University of Technology; S2AC Lab, School of Computer and Information, Hefei University of Technology; S2AC Lab, School of Computer and Information, Hefei University of Technology; S2AC Lab, School of Computer and Information, Hefei University of Technology; National Institute of Informatics; Tokushima University",2022 IEEE International Conference on Multimedia and Expo (ICME),"26 Aug 2022","2022","","","1","6","Label-noise constitutes a major challenge for facial expression recognition in the wild due to the ambiguity of facial expressions worsened by low-quality images. To deal with this problem, we propose a simple but effective Label-noise Robust Network (LRN) which explores the inter-class correlations for mitigating ambiguity that usually happens between morphologically similar classes. Specifically, LRN leverages a multivariate normal distribution to model such correlations at the final hidden layer of the neural network to suppress the heteroscedastic uncertainty caused by inter-class label noise. Furthermore, LRN utilizes a confidence-based label-free loss to extract compact intra-class feature representations under label noise while preserving the intrinsic inter-class relationships. Experiments on three in-the-wild facial expression datasets demonstrates the superiority of our method.","1945-788X","978-1-6654-8563-0","10.1109/ICME52920.2022.9859818","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9859818","Facial expression recognition;aleatoric uncertainty;deep learning;input-dependent","Correlation;Uncertainty;Image recognition;Face recognition;Neural networks;Gaussian distribution;Feature extraction","","11","","26","IEEE","26 Aug 2022","18-22 July 2022","18-22 July 2022","IEEE","IEEE Conferences"
"Incremental Context Aware Attentive Knowledge Tracing","C. S. Yin Wong; G. Yang; N. F. Chen; R. Savitha","Institute for Infocomm Research (I2R), A-STAR, Singapore; Institute for Infocomm Research (I2R), A-STAR, Singapore; Institute for Infocomm Research (I2R), A-STAR, Singapore; Institute for Infocomm Research (I2R), A-STAR, Singapore","ICASSP 2022 - 2022 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","27 Apr 2022","2022","","","3993","3997","Knowledge Tracing is the prediction of the future performance of a learner, given the past performance. The existing knowledge tracing models represent the training data and does not generalize when there is a drift in the data distribution. We first empirically demonstrate an evolving Knowledge Tracing (eKT) scenario with distinct distribution of learner performances and diversity of questions from similar concepts. Next, we empirically characterize drift in the data and propose a task agnostic incremental context aware attentive knowledge tracing (iAKT) approach to learn incrementally from the eKT. The iAKT regularizes representations to learn from diverse learner performance distributions. Finally, we evaluate the ability of the proposed iAKT for knowledge tracing and study the effect of various regularization strategies on ranking difficulty of questions, using the ASSISTments 2017 data set. Performance results show that the iAKT adapts its representations to drift in data characteristics, while iAKT with EWC regularizer is better at ranking the difficulty of questions.","2379-190X","978-1-6654-0540-9","10.1109/ICASSP43922.2022.9746810","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9746810","knowledge tracing;incremental learning;attention networks","Context-aware services;Knowledge engineering;Conferences;Training data;Signal processing algorithms;Signal processing;Data models","","3","","18","IEEE","27 Apr 2022","23-27 May 2022","23-27 May 2022","IEEE","IEEE Conferences"
"EspialCog: General, Efficient and Robust Mobile User Implicit Authentication in Noisy Environment","T. Zhu; Z. Weng; Q. Song; Y. Chen; Q. Liu; Y. Chen; M. Lv; T. Chen","College of Computer Science and Technology, Zhejiang University of Technology, Hangzhou, China; College of Computer Science and Technology, Zhejiang University of Technology, Hangzhou, Zhejiang, China; College of Computer Science and Technology, Zhejiang University of Technology, Hangzhou, China; College of Computer Science and Technology, Zhejiang University of Technology, Hangzhou, China; College of Computer Science and Technology, Zhejiang University, Hangzhou, China; Department of Electrical Engineering and Computer Science, Northwestern University, Evanston, IL, USA; College of Computer Science and Technology, Zhejiang University of Technology, Hangzhou, China; College of Computer Science and Technology, Zhejiang University of Technology, Hangzhou, China",IEEE Transactions on Mobile Computing,"7 Jan 2022","2022","21","2","555","572","Mobile authentication is a fundamental factor in the protection of user’s private resources. In recent years, motion sensor-based biometric authentication has been widely used for privacy-preserving. However, it faces with the problems including low data collection efficiency, insufficient authentication scenario coverage rate, weak de-noising ability, and poor robustness of models, rendering existing methods difficult to meet the security, privacy, and usability requirements jointly in the real-world scenario. To overcome these difficulties, we propose a system called EspialCog, which is able to 1) collect the sensor data embedded in mobile devices self-adaptively, unobtrusively and efficiently through the evolutionary stable participation game mechanism (ESPGM) with a high scenario coverage rate; 2) minimize noise from collected data by analyzing three types of abnormalities; and 3) authenticate the ownership of mobile devices in real-time by adopting optimized LSTM model with an enhanced stochastic gradient descent (SGD) algorithm. The simulation experiment on 6000 users shows that the efficiency and coverage rates increase dramatically by deploying our ESPGM. Moreover, we conduct experiments on a large-scale real-world noisy dataset with 1513 users and two other small pure real-world datasets. The experimental results show the high accuracy and favorable robustness of EspialCog in the noisy environment.","1558-0660","","10.1109/TMC.2020.3012491","National Natural Science Foundation of China(grant numbers:U1936215,61772026); Ministry of Industry and Information Technology of the People's Republic of China(grant numbers:TC190H3WN); State Grid Corporation of China(grant numbers:5211XT19006B); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9151330","User authentication;mobile device;game theory;deep learning","Authentication;Mobile handsets;Robustness;Data models;Noise reduction;Data collection;Mobile computing","","11","","51","IEEE","28 Jul 2020","1 Feb. 2022","","IEEE","IEEE Journals"
"Weak Supervision as an efficient approach for Automated Fault Detection","A. Tapar; P. P. Bartakke; V. Mehta; A. Gupta","Electronics and Telecommunication Department, College of Engineering, Pune, India; Electronics and Telecommunication Department, College of Engineering, Pune, India; HELLA India Automotive Pvt. Ltd., Pune, India; HELLA India Automotive Pvt. Ltd., Pune, India","2022 6th International Conference On Computing, Communication, Control And Automation (ICCUBEA","16 Jan 2023","2022","","","1","7","The real-life applications of machine learning and artificial intelligence has expanded in huge amounts in the past few years. Owing to the rapid developments and advances in various machine learning and deep learning models, developers are now able to achieve futuristic accuracy on standard datasets without any need of manually devised features. However, there is a big obstacle: these models are hungry for data and require large amount of labeled data which ultimately depend on immense human efforts for labeling. The complexity of deep learning models is very high as compared to many of the conventional deep learning models and contain large number of parameters and computations. As a result, these models require large training data to suffice efficient learning. The task of labeling such huge training sets manually is very costly and equally time-consuming. Creating any standard/benchmark dataset might take months or years and may require domain expertise. Also, such dataset which is hand-labeled is difficult to modify and restructure for new purposes. Due to all the above-stated reasons, various types of weak/noisy supervision techniques are being explored and used by developers and scientists, such as using heuristics for labeling training data with the help of external knowledge bases and meta information, patterns/rules, or other CV based classifiers. This paper begins by discussing techniques in machine learning that address the problem of manual-labeling of training data, and then describe our research on modeling, developing, and integrating a varied set of weak supervision sources for labeling unlabeled data obtained from production plants for the automated optical inspection task. In this research, a rivets dataset is used which consists of 4,56,100 images of defective and non-defective magnetic rivets of a control panel with very less labeled data (39,466 images). The dataset consists of images of three batches collected over different time intervals and hence, images across batches have different contrast and luminous intensities. Also, the batches have different amount of class imbalance. We have developed a weak supervised learning pipeline containing weak-supervision sources to obtain weak labels for the unlabeled data and used various consensus strategies to obtain final weaklabels. Later, we trained a CNN model with the weak labels as final labels and compared the results with the model trained with only labeled data.","2771-1358","978-1-6654-8451-0","10.1109/ICCUBEA54992.2022.10010941","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10010941","weak supervised learning;semi-supervised learning;computer vision;classifiers;detection rate;consensus strategy;anomaly detection","Deep learning;Training;Computational modeling;Supervised learning;Training data;Production;Data models","","","","19","IEEE","16 Jan 2023","26-27 Aug. 2022","26-27 Aug. 2022","IEEE","IEEE Conferences"
"Improving the Ensemble Time Scale by Eliminating Frequency Drifts of Hydrogen Masers","Y. Liu; B. Xu; D. Shen; M. Ouyang; X. Zhu","School of Aeronautics and Astronautics, Sun Yat-sen University, Shenzhen, China; School of Aeronautics and Astronautics, Sun Yat-sen University, Shenzhen, China; School of Systems Science and Engineering, Sun Yat-sen University, Shenzhen, China; School of Electronics and Communication Engineering, Sun Yat-sen University, Shenzhen, China; School of Electronics and Communication Engineering, Sun Yat-sen University, Shenzhen, China",IEEE Transactions on Instrumentation and Measurement,"19 Apr 2022","2022","71","","1","8","The long-term stability of the time scale is affected by the large frequency drifts of hydrogen masers. It is necessary to calibrate the hydrogen maser’s drift before it is used to keep time. To calibrate drift, a reference with negligible drift is needed. Traceability links are established in timekeeping laboratories to get clock differences between local time scales and remote time scales. Drifts of remote time scales are negligible. Therefore, remote time scales can be used as reference for drift calibration. In this article, the concept of remote virtual clock is proposed and the model is constructed. The remote virtual clock is involved in the local clock ensemble on timekeeping. With the help of the negligible frequency drift of virtual clock, drifts of local clocks can be calibrated. Meanwhile, a time scale algorithm based on drift calibration is proposed to generate the ensemble time scale. The final results of simulation and experiment demonstrate that the frequency drift can be calibrated and long-term stability can be improved by one order of magnitude.","1557-9662","","10.1109/TIM.2021.3124048","National Natural Science Foundation of China(grant numbers:61973328,91938301); Key Special Projects of the National Key Research and Development Plan(grant numbers:2018YFB0505200); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9642041","Drift calibration;long-term stability;timekeeping;time scale;virtual clock","Clocks;Time-frequency analysis;Calibration;Stability criteria;Satellites;Masers;Hydrogen","","4","","35","IEEE","8 Dec 2021","2022","","IEEE","IEEE Journals"
"A monitoring framework for deployed machine learning models with supply chain examples","B. Eck; D. Kabakci-Zorlu; Y. Chen; F. Savard; X. Bao","IBM Research Europe, Dublin, Ireland; IBM Research Europe, Dublin, Ireland; IBM, San Francisco, CA, USA; IBM, Montreal, QC, Canada; IBM, Seattle, WA, USA",2022 IEEE International Conference on Big Data (Big Data),"26 Jan 2023","2022","","","2231","2238","Actively monitoring machine learning models during production operations helps ensure prediction quality and detection and remediation of unexpected or undesired conditions. Monitoring models already deployed in big data environments brings the additional challenges of adding monitoring in parallel to the existing modelling workflow and controlling resource requirements. In this paper, we describe (1) a framework for monitoring machine learning models; and, (2) its implementation for a big data supply chain application. We use our implementation to study drift in model features, predictions, and performance on three real data sets. We compare hypothesis test and information theoretic approaches to drift detection in features and predictions using the Kolmogorov-Smirnov distance and Bhattacharyya coefficient. Results showed that model performance was stable over the evaluation period. Features and predictions showed statistically significant drifts; however, these drifts were not linked to changes in model performance during the time of our study.","","978-1-6654-8045-1","10.1109/BigData55660.2022.10020394","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10020394","MLops;hypothesis-testing;drift-detection;Spark","Measurement;Training;Shape;Supply chains;Machine learning;Predictive models;Big Data","","11","","29","IEEE","26 Jan 2023","17-20 Dec. 2022","17-20 Dec. 2022","IEEE","IEEE Conferences"
"ContraCluster: Learning to Classify without Labels by Contrastive Self-Supervision and Prototype-Based Semi-Supervision","S. Joe; B. Kim; H. Kang; K. Park; B. Kim; J. Park; J. Lee; Y. Gwon","Samsung SDS, Seoul, South Korea; Samsung SDS, Seoul, South Korea; Samsung SDS, Seoul, South Korea; Samsung SDS, Seoul, South Korea; Samsung SDS, Seoul, South Korea; Samsung SDS, Seoul, South Korea; Samsung SDS, Seoul, South Korea; Samsung SDS, Seoul, South Korea",2022 26th International Conference on Pattern Recognition (ICPR),"29 Nov 2022","2022","","","4685","4692","The recent advances in representation learning inspire us to take on the challenging problem of unsupervised image classification tasks in a principled way. We propose ContraCluster, an unsupervised image classification method that combines clustering with the power of contrastive self-supervised learning. ContraCluster consists of three stages: (1) contrastive self-supervised pre-training (CPT), (2) contrastive prototype sampling (CPS), and (3) prototype-based semi-supervised fine-tuning (PB-SFT). CPS can select highly accurate, categorically prototypical images in an embedding space learned by contrastive learning. We use sampled prototypes as noisy labeled data to perform semi-supervised fine-tuning (PB-SFT), leveraging small prototypes and large unlabeled data to further enhance the accuracy. We demonstrate empirically that ContraCluster achieves new state-of-the-art results for standard benchmark datasets including CIFAR-10, STL-10, and ImageNet-10. For example, ContraCluster achieves about 90.8% accuracy for CIFAR-10, which outperforms DAC (52.2%), IIC (61.7%), and SCAN (87.6%) by a large margin. Without any labels, ContraCluster can achieve a 90.8% accuracy that is comparable to 95.8% by the best supervised counterpart.","2831-7475","978-1-6654-9062-7","10.1109/ICPR56361.2022.9956198","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9956198","","Representation learning;Pipelines;Prototypes;Self-supervised learning;Benchmark testing;Pattern recognition;Noise measurement","","1","","52","IEEE","29 Nov 2022","21-25 Aug. 2022","21-25 Aug. 2022","IEEE","IEEE Conferences"
"Use of Effective Placing Different Lateral Load Resisting Structural System in High Rise RC Frame for All Seismic Zones By Using Response Spectrum Method","S. D; N. B; H. M L; D. R. Prabhakara",NA; NA; NA; NA,Advances in Industry 4.0: Concepts and Applications,"","2022","","","189","202","Developments of industries are fast in developing countries with fast growing construction industries.. In present situation population density is goes on increasing which is affecting the real estate that is the demand is increasing rapidly, to overcome these problems tall building construction is one solution. As the nature of the structure expands the effect of wind and earthquake also increases due to this the buildings may failure or building will displace in larger amount, to make building safer against earthquake load different types of lateral applied load resisting systems are used for construction. In the present study we have considered a structure of size (30X30m) with 6 bays in each direction and different types of lateral load resisting structural systems like Bare frame model, core wall structural system, shear wall structural system, outrigger structural system, outrigger with belt truss structural system, conventional brick infill wall system and Aerated light weight concrete block infill structural system. All these systems were modelled using ETABS 9.7.4 in all seismic zones with different heights ie 120meters (40storeys), 180 meters (60storeys) and 270 meters (90storeys). Response spectrum method is carried out with considering earthquake forces andobtained results are tabulated with respect to storey displacement, storey drift and base shear. After comparing the all types of structural forms efficient one is identified.","","9783110725537","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10788534.pdf&bkn=10783081&pdfType=chapter","","Buildings;Belts;Earthquakes;Solid modeling;Analytical models;Three-dimensional displays;Load modeling;Structural beams;Solids;Meters","","","","","","16 Jan 2025","","","De Gruyter","De Gruyter eBook Chapters"
"Progressive Ensemble Kernel-Based Broad Learning System for Noisy Data Classification","Z. Yu; K. Lan; Z. Liu; G. Han","School of Computer Science and Engineering, South China University of Technology, Guangzhou, China; School of Computer Science and Engineering, South China University of Technology, Guangzhou, China; School of Computer Science and Engineering, South China University of Technology, Guangzhou, China; School of Computer Science and Engineering, South China University of Technology, Guangzhou, China",IEEE Transactions on Cybernetics,"18 Aug 2022","2022","52","9","9656","9669","The broad learning system (BLS) is an algorithm that facilitates feature representation learning and data classification. Although weights of BLS are obtained by analytical computation, which brings better generalization and higher efficiency, BLS suffers from two drawbacks: 1) the performance depends on the number of hidden nodes, which requires manual tuning, and 2) double random mappings bring about the uncertainty, which leads to poor resistance to noise data, as well as unpredictable effects on performance. To address these issues, a kernel-based BLS (KBLS) method is proposed by projecting feature nodes obtained from the first random mapping into kernel space. This manipulation reduces the uncertainty, which contributes to performance improvements with the fixed number of hidden nodes, and indicates that manually tuning is no longer needed. Moreover, to further improve the stability and noise resistance of KBLS, a progressive ensemble framework is proposed, in which the residual of the previous base classifiers is used to train the following base classifier. We conduct comparative experiments against the existing state-of-the-art hierarchical learning methods on multiple noisy real-world datasets. The experimental results indicate our approaches achieve the best or at least comparable performance in terms of accuracy.","2168-2275","","10.1109/TCYB.2021.3064821","National Key Research and Development Program of China(grant numbers:2019YFA0706200,2019YFB1703600); National Natural Science Foundation of China(grant numbers:62006079); Key Research and Development Program of Guang Dong Province(grant numbers:2018B010107002); Guangdong Natural Science Foundation(grant numbers:2017A030312008); Science and Technology Major Project of Guangzhou(grant numbers:202007030006); China Postdoctoral Science Foundation(grant numbers:2020TQ0105); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9390392","Broad learning system (BLS);ensemble learning;kernel learning;noisy data","Kernel;Learning systems;Noise measurement;Feature extraction;Training;Biological neural networks;Uncertainty","Algorithms;Deep Learning","35","","66","IEEE","30 Mar 2021","Sept. 2022","","IEEE","IEEE Journals"
"AdaDC: Adaptive Deep Clustering for Unsupervised Domain Adaptation in Person Re-Identification","S. Li; M. Yuan; J. Chen; Z. Hu","Institute of Microelectronics of the Chinese Academy of Sciences, Beijing, China; Central Medical Technology Institute of Huawei, Beijing, China; Institute of Microelectronics of the Chinese Academy of Sciences, Beijing, China; Central Medical Technology Institute of Huawei, Beijing, China",IEEE Transactions on Circuits and Systems for Video Technology,"3 Jun 2022","2022","32","6","3825","3838","Unsupervised domain adaptation (UDA) in person re-identification (re-ID) is a challenging task, aiming to learn a model with labeled source data and unlabeled target data to recognize the same person in the target domain across different cameras. Recently, a lot of popular and promising methods based on clustering are proposed for this task and achieve a sizable progress. However, in those methods, without target labels, the clustering algorithms will inevitably produce noisy pseudo-labels. Overfitting on these noisy labels is severely harmful to the performance and generalization of models. In order to address the above issues, we propose a novel framework, Adaptive Deep Clustering (AdaDC), to reduce the negative impact of noisy pseudo-labels. On one hand, the proposed approach employs different clustering methods adaptively and alternately to fully exploit their complementary information and avoid overfitting noisy pseudo-labels. On the other hand, there is a progressive sample selection strategy for reducing noisy label ratio in pseudo-labels, which is achieved by integrating different clustering results. Experiments present that the proposed approach can achieve state-of-the-art performance compared to the other recent UDA person re-ID methods on widely-used datasets. Moreover, there are some other analysis experiments conducted for verifying the effectiveness of the proposed approach.","1558-2205","","10.1109/TCSVT.2021.3118060","National Key R and D Program of China(grant numbers:2019YFB2204200); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9559925","Unsupervised domain adaptation;person re-identification","Noise measurement;Clustering algorithms;Task analysis;Adaptation models;Training;Supervised learning;Robustness","","39","","77","IEEE","5 Oct 2021","June 2022","","IEEE","IEEE Journals"
"A Data Quality-Aware Framework to Reliably Forecast Photovoltaic Generation and Consumer Load for an Improved Resilience of Microgrids","A. Sundararajan; M. Olama; M. Ferrari; B. Ollis; G. Liu","Electrification and Energy Infrastructures Division, Oak Ridge National Laboratory, Oak Ridge, TN, USA; Computational Sciences and Engineering Division, Oak Ridge National Laboratory, Oak Ridge, TN, USA; Electrification and Energy Infrastructures Division, Oak Ridge National Laboratory, Oak Ridge, TN, USA; Electrification and Energy Infrastructures Division, Oak Ridge National Laboratory, Oak Ridge, TN, USA; Electrification and Energy Infrastructures Division, Oak Ridge National Laboratory, Oak Ridge, TN, USA",2022 IEEE 13th International Symposium on Power Electronics for Distributed Generation Systems (PEDG),"25 Oct 2022","2022","","","1","6","Photovoltaic (PV) power and consumer load forecasting plays a critical role to ensure operational resilience of the electric grid. Most data-driven forecasting algorithms rely heavily on the continuous availability of good quality data for periodic training and validation. When deployed at the grid’s edge, prolonged disruptions to communications during extreme events degrade data quality. Factors such as missing observations, epistemic uncertainties, data drift, and concept drift are manifestations of data quality that impact the generalization of such field-deployed forecasting models. Currently, there exists no mechanism in the literature to dynamically switch between models under varying degrees of data quality as quantified by certain metrics for each factor highlighted above. This paper addresses this shortcoming by conceptually introducing a data quality-aware framework for reliable PV generation and consumer load forecasting. The framework’s design incorporates components of missing values, divergence tests, and continuous monitoring of generalization performance to detect changes in data quality caused by communications disruptions and trigger specific classes of forecasting models grouped under three use cases (UC1-UC3). As a first step towards validating this framework, real data collected from an actual field microgrid system is used to demonstrate the viability of the three use cases. Results show that the performance is the best in UC1 with an unadjusted R-square value of 0.954, followed by 0.939 for UC2 and 0.757 for UC3.","2329-5767","978-1-6654-6618-9","10.1109/PEDG54999.2022.9923109","Office of Energy Efficiency; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9923109","data quality;PV generation forecasting;missingness;drift;epistemic uncertainty;microgrid resilience","Photovoltaic systems;Load forecasting;Data integrity;Microgrids;Predictive models;Data models;Reliability","","7","","16","IEEE","25 Oct 2022","26-29 June 2022","26-29 June 2022","IEEE","IEEE Conferences"
"Biometrics: Trust, But Verify","A. K. Jain; D. Deb; J. J. Engelsma","Department of Computer Science and Engineering, Michigan State University, East Lansing, MI, USA; Department of Computer Science and Engineering, Michigan State University, East Lansing, MI, USA; Department of Computer Science and Engineering, Michigan State University, East Lansing, MI, USA","IEEE Transactions on Biometrics, Behavior, and Identity Science","19 Jul 2022","2022","4","3","303","323","Over the past two decades, biometric recognition has exploded into a plethora of different applications around the globe. This proliferation can be attributed to the high levels of authentication accuracy and user convenience that biometric recognition systems afford end-users. However, in-spite of the success of biometric recognition systems, there are a number of outstanding problems and concerns pertaining to the various sub-modules of biometric recognition systems that create an element of mistrust in their use - both by the scientific community and also the public at large. Some of these problems include: i) questions related to system recognition performance, ii) security (spoof attacks, adversarial attacks, template reconstruction attacks and demographic information leakage), iii) uncertainty over the bias and fairness of the systems to all users, iv) explainability of the seemingly black-box decisions made by most recognition systems, and v) concerns over data centralization and user privacy. In this paper, we provide an overview of each of the aforementioned open-ended challenges. We survey work that has been conducted to address each of these concerns and highlight the issues requiring further attention. Finally, we provide insights into how the biometric community can address core biometric recognition systems design issues to better instill trust, fairness, and security for all.","2637-6407","","10.1109/TBIOM.2021.3115465","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9581287","Trustworthy biometrics;recognition performance;scalability;bias and fairness;security;interpretability;privacy","Face recognition;Security;Fingerprint recognition;Iris recognition;Feature extraction;Biometrics;Passwords","","94","","308","IEEE","20 Oct 2021","July 2022","","IEEE","IEEE Journals"
"C$^{2}$MT: A Credible and Class-Aware Multi-Task Transformer for SR-IQA","H. Li; K. Zhang; Z. Niu; H. Shi","School of Electronics and Information, Xi'an Polytechnic University, Xi'an, China; School of Computer Science, Xi'an Polytechnic University, Xi'an, China; School of Computer Science and Technology, Xidian University, Xi'an, China; School of Computer Science, Xi'an Polytechnic University, Xi'an, China",IEEE Signal Processing Letters,"11 Jan 2023","2022","29","","2662","2666","In this letter a novel credible and class-aware multi-task transformer abbreviated as C$^{2}$MT for SRIQA, is proposed. In the proposed C$^{2}$MT, a quality-aware task for the quality prediction and the other class-aware task for the classification of SR algorithms are jointly framed to mine mutual information between the quality of SR images and the class of SR algorithms for more discriminative perceptual representation. In the class-aware task, we develop a supervised contrastive learning strategy to learn embedding perceived features related to a class-specific SR algorithm. While in the other quality-aware task, we employ a novel credible pseudo quality label generation strategy to actively adjust the quality labels by ranking the pair-wise consistency between the predicted quality scores and subjective perceptual scores but keep the image-level quality labels unchanged. The developed supervised contrastive learning and the variant of active learning strategies benefit learning a more consistent quality predictor for SR images. Experiment results indicate that our proposed C$^{2}$MT achieves state-of-the-art results on five popular SRIQA benchmark databases.","1558-2361","","10.1109/LSP.2022.3232289","National Natural Science Foundation of China(grant numbers:61971339,61471161); Key Research and Development Program of Shaanxi Province(grant numbers:2022GY-058); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9999341","Multi-task transformer;super-resolution image quality assessment;supervised contrastive learning;patch-wise pseudo label generation","Transformers;Task analysis;Prediction algorithms;Signal processing algorithms;Head;Multitasking;Training","","7","","29","IEEE","26 Dec 2022","2022","","IEEE","IEEE Journals"
